,country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020
323,Bolivia,La Paz,Loayza,20,288071,4650,3832,1,1,2,0,1,1,2,1,0,0,3,0,4,0,0,0,0,0,0,0,0
324,Bolivia,La Paz,Loayza,25,288071,4084,3573,1,1,2,0,1,1,2,1,0,0,3,0,4,0,0,0,0,0,0,0,0
325,Bolivia,La Paz,Loayza,30,288071,3804,2520,1,1,2,0,1,1,2,1,0,0,3,0,4,0,0,0,0,0,0,0,0
326,Bolivia,La Paz,Loayza,50,288071,2393,1888,1,1,2,0,1,1,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0
327,Bolivia,La Paz,Loayza,75,288071,1051,1048,1,1,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0
328,Bolivia,La Paz,Los Andes,0,209867,209867,209867,7,1,0,5,1,2,1,1,2,4,2,3,2,0,0,0,3,1,0,0,0
329,Bolivia,La Paz,Los Andes,10,209867,214,349,7,1,0,4,1,2,1,0,2,3,1,2,1,0,0,0,0,0,0,0,0
330,Bolivia,La Paz,Los Andes,15,209867,200,318,7,1,0,4,1,2,1,0,2,3,1,2,1,0,0,0,0,0,0,0,0
331,Bolivia,La Paz,Los Andes,20,209867,193,304,7,1,0,4,1,2,1,0,2,3,1,2,1,0,0,0,0,0,0,0,0
332,Bolivia,La Paz,Los Andes,25,209867,184,279,7,1,0,4,1,2,1,0,2,3,1,1,1,0,0,0,0,0,0,0,0
333,Bolivia,La Paz,Los Andes,30,209867,180,225,7,1,0,4,1,2,1,0,2,3,1,1,1,0,0,0,0,0,0,0,0
334,Bolivia,La Paz,Los Andes,50,209867,83,99,7,1,0,3,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0
335,Bolivia,La Paz,Los Andes,75,209867,28,42,7,1,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
336,Bolivia,La Paz,Manco Kapac,0,74873,74873,74873,1,1,1,1,1,1,0,3,1,1,4,2,1,2,6,0,0,0,0,0,0
337,Bolivia,La Paz,Manco Kapac,10,74873,130,375,1,0,1,0,1,0,0,2,1,0,4,1,1,0,3,0,0,0,0,0,0
338,Bolivia,La Paz,Manco Kapac,15,74873,126,338,1,0,1,0,1,0,0,2,1,0,4,1,1,0,3,0,0,0,0,0,0
339,Bolivia,La Paz,Manco Kapac,20,74873,124,333,1,0,1,0,1,0,0,2,1,0,4,1,1,0,3,0,0,0,0,0,0
340,Bolivia,La Paz,Manco Kapac,25,74873,121,312,1,0,1,0,1,0,0,2,1,0,4,1,1,0,3,0,0,0,0,0,0
341,Bolivia,La Paz,Manco Kapac,30,74873,121,242,1,0,1,0,1,0,0,2,1,0,4,1,1,0,3,0,0,0,0,0,0
342,Bolivia,La Paz,Manco Kapac,50,74873,74,182,1,0,1,0,1,0,0,2,1,0,3,1,1,0,2,0,0,0,0,0,0
343,Bolivia,La Paz,Manco Kapac,75,74873,30,103,1,0,1,0,1,0,0,1,1,0,3,1,1,0,1,0,0,0,0,0,0
344,Bolivia,La Paz,Muñecas,0,174164,174164,174164,8,17,17,25,15,29,79,52,21,49,46,14,59,16,30,13,12,33,72,38,36
345,Bolivia,La Paz,Muñecas,10,174164,51573,56339,8,16,16,25,15,29,78,52,21,48,45,14,54,12,25,13,12,32,71,38,36
346,Bolivia,La Paz,Muñecas,15,174164,49464,55218,8,16,16,25,15,29,78,52,21,48,45,14,54,12,25,13,12,32,71,38,36
347,Bolivia,La Paz,Muñecas,20,174164,48235,54969,8,16,16,25,15,28,78,52,21,48,45,14,53,12,25,13,12,32,71,38,36
348,Bolivia,La Paz,Muñecas,25,174164,47401,54116,8,16,16,24,15,28,78,52,21,47,45,14,53,12,25,13,12,32,71,37,35
349,Bolivia,La Paz,Muñecas,30,174164,46682,50801,8,16,16,24,15,28,78,52,21,47,45,14,53,12,24,13,12,32,71,37,35
350,Bolivia,La Paz,Muñecas,50,174164,41194,45534,8,15,16,23,14,28,78,51,20,46,44,14,52,11,23,13,12,31,71,37,35
351,Bolivia,La Paz,Muñecas,75,174164,30708,38464,8,14,14,22,13,26,76,49,18,40,42,12,48,10,20,12,11,26,69,33,32
352,Bolivia,La Paz,Nor Yungas,0,412921,412921,412921,1391,824,1418,1390,1230,1683,1099,1248,577,898,1496,1062,942,943,1589,970,1727,2527,2308,2742,3400
353,Bolivia,La Paz,Nor Yungas,10,412921,394211,388057,1391,823,1417,1387,1230,1680,1098,1248,576,896,1495,1059,940,929,1567,954,1697,2486,2250,2678,3310
354,Bolivia,La Paz,Nor Yungas,15,412921,392684,387188,1391,823,1417,1387,1230,1679,1098,1248,576,895,1495,1059,939,927,1565,953,1695,2484,2246,2673,3304
355,Bolivia,La Paz,Nor Yungas,20,412921,391492,386571,1391,823,1417,1387,1230,1679,1098,1248,576,895,1495,1059,939,926,1563,952,1692,2481,2240,2667,3298
356,Bolivia,La Paz,Nor Yungas,25,412921,390592,385648,1391,823,1417,1386,1230,1678,1098,1248,576,895,1495,1059,939,925,1561,951,1690,2479,2236,2664,3292
357,Bolivia,La Paz,Nor Yungas,30,412921,389673,384116,1391,823,1417,1386,1230,1678,1097,1247,576,895,1495,1059,938,924,1560,948,1687,2476,2232,2660,3287
358,Bolivia,La Paz,Nor Yungas,50,412921,381727,372907,1391,821,1414,1379,1227,1667,1095,1245,574,891,1492,1055,934,909,1533,926,1655,2433,2190,2611,3226
359,Bolivia,La Paz,Nor Yungas,75,412921,361869,356309,1391,812,1400,1351,1215,1623,1084,1232,566,874,1472,1037,918,861,1447,868,1536,2296,2048,2449,3016
360,Bolivia,La Paz,Omasuyos,0,318509,318509,318509,14,9,5,27,9,7,6,6,3,14,10,6,9,3,2,0,0,1,0,1,0
361,Bolivia,La Paz,Omasuyos,10,318509,1358,1999,14,8,4,22,8,5,5,4,2,10,9,3,6,0,0,0,0,0,0,0,0
362,Bolivia,La Paz,Omasuyos,15,318509,1252,1843,14,8,4,22,8,5,5,4,2,10,9,3,6,0,0,0,0,0,0,0,0
363,Bolivia,La Paz,Omasuyos,20,318509,1180,1789,14,8,4,22,8,5,5,4,2,9,9,3,6,0,0,0,0,0,0,0,0
364,Bolivia,La Paz,Omasuyos,25,318509,1109,1677,14,8,4,21,8,5,5,4,2,9,9,3,6,0,0,0,0,0,0,0,0
365,Bolivia,La Paz,Omasuyos,30,318509,1076,1330,14,8,4,21,8,4,5,4,2,9,9,3,6,0,0,0,0,0,0,0,0
366,Bolivia,La Paz,Omasuyos,50,318509,669,810,14,7,3,17,6,3,4,3,2,8,8,3,5,0,0,0,0,0,0,0,0
367,Bolivia,La Paz,Omasuyos,75,318509,190,352,14,4,2,9,4,1,2,2,0,4,5,2,3,0,0,0,0,0,0,0,0
368,Bolivia,La Paz,Pacajes,0,1302312,1302312,1302312,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,Bolivia,La Paz,Pacajes,10,1302312,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Bolivia,La Paz,Pacajes,15,1302312,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Bolivia,La Paz,Pacajes,20,1302312,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Bolivia,La Paz,Pacajes,25,1302312,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Bolivia,La Paz,Pacajes,30,1302312,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Bolivia,La Paz,Pacajes,50,1302312,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Bolivia,La Paz,Pacajes,75,1302312,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Bolivia,La Paz,Pedro Domingo Murillo,0,383675,383675,383675,14,13,18,34,27,72,62,42,18,76,72,51,48,17,40,42,51,184,116,116,93
377,Bolivia,La Paz,Pedro Domingo Murillo,10,383675,94133,100034,14,11,16,33,25,69,60,41,17,74,70,47,42,16,38,42,50,182,115,115,92
378,Bolivia,La Paz,Pedro Domingo Murillo,15,383675,93160,99172,14,11,16,33,25,69,60,41,17,74,70,47,42,16,38,42,50,182,115,115,92
379,Bolivia,La Paz,Pedro Domingo Murillo,20,383675,92620,99041,14,11,16,33,25,69,60,41,17,74,70,47,42,16,38,42,50,182,115,115,92
380,Bolivia,La Paz,Pedro Domingo Murillo,25,383675,92168,98422,14,11,16,33,25,69,60,41,17,74,70,47,42,16,38,41,50,181,114,115,92
381,Bolivia,La Paz,Pedro Domingo Murillo,30,383675,91866,95435,14,11,16,33,25,69,60,41,17,74,70,47,42,16,38,41,49,181,114,115,92
382,Bolivia,La Paz,Pedro Domingo Murillo,50,383675,89419,91487,14,11,15,33,25,67,60,40,17,74,70,46,41,16,37,41,48,179,114,114,90
383,Bolivia,La Paz,Pedro Domingo Murillo,75,383675,83407,87502,14,11,15,31,23,65,58,39,17,71,69,45,39,15,35,40,45,170,111,111,88
384,Bolivia,La Paz,Sud Yungas,0,853060,853060,853060,1861,1551,2308,1340,2617,1795,2704,2873,1483,2642,3755,2070,2787,2332,3939,2208,3968,4606,2963,4272,5515
385,Bolivia,La Paz,Sud Yungas,10,853060,754856,753398,1861,1549,2305,1335,2615,1790,2703,2872,1481,2637,3754,2066,2773,2308,3905,2174,3926,4531,2916,4211,5431
386,Bolivia,La Paz,Sud Yungas,15,853060,751035,750543,1861,1549,2305,1334,2615,1790,2702,2872,1480,2637,3754,2066,2773,2307,3903,2172,3923,4525,2914,4208,5427
387,Bolivia,La Paz,Sud Yungas,20,853060,748327,749170,1861,1548,2305,1333,2615,1790,2702,2872,1480,2636,3753,2066,2773,2306,3901,2171,3919,4521,2912,4203,5421
388,Bolivia,La Paz,Sud Yungas,25,853060,746294,745818,1861,1547,2304,1333,2615,1789,2702,2871,1480,2636,3753,2066,2772,2305,3899,2168,3916,4516,2911,4200,5417
389,Bolivia,La Paz,Sud Yungas,30,853060,744319,741229,1861,1547,2303,1331,2615,1788,2700,2871,1480,2635,3753,2065,2772,2305,3897,2167,3913,4511,2909,4197,5413
390,Bolivia,La Paz,Sud Yungas,50,853060,726213,716875,1861,1543,2296,1323,2610,1776,2693,2868,1472,2625,3749,2061,2766,2293,3870,2149,3864,4457,2886,4160,5365
391,Bolivia,La Paz,Sud Yungas,75,853060,691125,686346,1861,1529,2278,1299,2596,1736,2671,2849,1452,2598,3731,2047,2747,2261,3776,2076,3721,4291,2803,4038,5208
392,Bolivia,Oruro,Atahuallpa,0,724817,724817,724817,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,18,0,0,0
393,Bolivia,Oruro,Atahuallpa,10,724817,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Bolivia,Oruro,Atahuallpa,15,724817,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Bolivia,Oruro,Atahuallpa,20,724817,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Bolivia,Oruro,Atahuallpa,25,724817,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Bolivia,Oruro,Atahuallpa,30,724817,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Bolivia,Oruro,Atahuallpa,50,724817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Bolivia,Oruro,Atahuallpa,75,724817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Bolivia,Oruro,Carangas,0,890578,890578,890578,0,0,0,0,0,7,0,1,3,2,1,1,3,1,0,0,0,0,0,0,0
401,Bolivia,Oruro,Carangas,10,890578,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Bolivia,Oruro,Carangas,15,890578,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Bolivia,Oruro,Carangas,20,890578,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Bolivia,Oruro,Carangas,25,890578,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Bolivia,Oruro,Carangas,30,890578,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Bolivia,Oruro,Carangas,50,890578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Bolivia,Oruro,Carangas,75,890578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Bolivia,Oruro,Cercado,0,552656,552656,552656,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
409,Bolivia,Oruro,Cercado,10,552656,103,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Bolivia,Oruro,Cercado,15,552656,102,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Bolivia,Oruro,Cercado,20,552656,102,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Bolivia,Oruro,Cercado,25,552656,99,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Bolivia,Oruro,Cercado,30,552656,97,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Bolivia,Oruro,Cercado,50,552656,58,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Bolivia,Oruro,Cercado,75,552656,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Bolivia,Oruro,Eduardo Avaroa,0,630373,630373,630373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Bolivia,Oruro,Eduardo Avaroa,10,630373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Bolivia,Oruro,Eduardo Avaroa,15,630373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Bolivia,Oruro,Eduardo Avaroa,20,630373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Bolivia,Oruro,Eduardo Avaroa,25,630373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Bolivia,Oruro,Eduardo Avaroa,30,630373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Bolivia,Oruro,Eduardo Avaroa,50,630373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Bolivia,Oruro,Eduardo Avaroa,75,630373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Bolivia,Oruro,Ladislao Cabrera,0,674244,674244,674244,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,Bolivia,Oruro,Ladislao Cabrera,10,674244,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Bolivia,Oruro,Ladislao Cabrera,15,674244,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Bolivia,Oruro,Ladislao Cabrera,20,674244,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Bolivia,Oruro,Ladislao Cabrera,25,674244,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Bolivia,Oruro,Ladislao Cabrera,30,674244,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Bolivia,Oruro,Ladislao Cabrera,50,674244,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Bolivia,Oruro,Ladislao Cabrera,75,674244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Bolivia,Oruro,Litoral,0,186973,186973,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Bolivia,Oruro,Litoral,10,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Bolivia,Oruro,Litoral,15,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Bolivia,Oruro,Litoral,20,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Bolivia,Oruro,Litoral,25,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Bolivia,Oruro,Litoral,30,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Bolivia,Oruro,Litoral,50,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Bolivia,Oruro,Litoral,75,186973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Bolivia,Oruro,Pantaleón Dalence,0,97415,97415,97415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Bolivia,Oruro,Pantaleón Dalence,10,97415,74,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Bolivia,Oruro,Pantaleón Dalence,15,97415,73,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Bolivia,Oruro,Pantaleón Dalence,20,97415,71,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Bolivia,Oruro,Pantaleón Dalence,25,97415,68,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Bolivia,Oruro,Pantaleón Dalence,30,97415,68,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Bolivia,Oruro,Pantaleón Dalence,50,97415,30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Bolivia,Oruro,Pantaleón Dalence,75,97415,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Bolivia,Oruro,Poopó,0,204691,204691,204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Bolivia,Oruro,Poopó,10,204691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Bolivia,Oruro,Poopó,15,204691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Bolivia,Oruro,Poopó,20,204691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Bolivia,Oruro,Poopó,25,204691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Bolivia,Oruro,Poopó,30,204691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Bolivia,Oruro,Poopó,50,204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Bolivia,Oruro,Poopó,75,204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Bolivia,Oruro,Sajama,0,906771,906771,906771,2,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0
457,Bolivia,Oruro,Sajama,10,906771,12,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Bolivia,Oruro,Sajama,15,906771,11,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Bolivia,Oruro,Sajama,20,906771,11,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Bolivia,Oruro,Sajama,25,906771,11,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Bolivia,Oruro,Sajama,30,906771,11,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Bolivia,Oruro,Sajama,50,906771,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Bolivia,Oruro,Sajama,75,906771,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Bolivia,Oruro,Saucarí,0,298972,298972,298972,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0
465,Bolivia,Oruro,Saucarí,10,298972,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Bolivia,Oruro,Saucarí,15,298972,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Bolivia,Oruro,Saucarí,20,298972,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Bolivia,Oruro,Saucarí,25,298972,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Bolivia,Oruro,Saucarí,30,298972,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Bolivia,Oruro,Saucarí,50,298972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Bolivia,Oruro,Saucarí,75,298972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Bolivia,Pando,Federico Román,0,3178984,3178984,3178984,2448,6001,5222,4882,7163,14898,7720,5808,8293,4470,4256,4337,3704,3746,6955,3502,5723,5766,5161,4133,5531
473,Bolivia,Pando,Federico Román,10,3178984,3128999,3093339,2448,5986,5215,4876,7157,14862,7715,5802,8283,4467,4245,4326,3691,3701,6911,3464,5553,5676,5020,4054,5468
474,Bolivia,Pando,Federico Román,15,3178984,3128170,3092281,2448,5983,5214,4875,7156,14856,7714,5802,8282,4466,4244,4325,3691,3700,6907,3461,5543,5669,5014,4051,5463
475,Bolivia,Pando,Federico Román,20,3178984,3127260,3091850,2448,5979,5213,4874,7155,14846,7713,5801,8281,4466,4243,4324,3689,3698,6905,3458,5532,5662,5007,4046,5459
476,Bolivia,Pando,Federico Román,25,3178984,3126685,3090389,2448,5976,5211,4872,7154,14839,7712,5800,8279,4465,4242,4322,3688,3696,6903,3456,5525,5658,5002,4042,5456
477,Bolivia,Pando,Federico Román,30,3178984,3125811,3088549,2448,5973,5210,4871,7153,14833,7712,5799,8277,4465,4242,4321,3688,3694,6900,3452,5516,5651,4995,4037,5452
478,Bolivia,Pando,Federico Román,50,3178984,3121442,3079113,2448,5899,5178,4844,7122,14690,7690,5787,8249,4450,4218,4293,3666,3687,6887,3436,5484,5617,4968,4018,5433
479,Bolivia,Pando,Federico Román,75,3178984,3111550,3065504,2448,5579,5059,4741,7014,14165,7620,5748,8145,4411,4143,4221,3612,3658,6845,3400,5414,5517,4895,3959,5373
480,Bolivia,Pando,Madre de Dios,0,1195913,1195913,1195913,1801,1078,823,850,973,3221,2275,1086,4378,2790,3348,10799,1847,1350,3220,780,2414,2598,1391,2135,2020
481,Bolivia,Pando,Madre de Dios,10,1195913,1144094,1143661,1801,1077,823,849,973,3221,2274,1085,4376,2789,3348,10797,1841,1333,3155,765,2393,2570,1353,2090,2001
482,Bolivia,Pando,Madre de Dios,15,1195913,1143361,1142412,1801,1077,823,849,973,3221,2274,1085,4376,2789,3348,10797,1840,1333,3154,765,2392,2569,1351,2088,2000
483,Bolivia,Pando,Madre de Dios,20,1195913,1142328,1141183,1801,1076,822,848,973,3221,2274,1085,4376,2789,3347,10797,1840,1333,3153,764,2390,2568,1349,2086,2000
484,Bolivia,Pando,Madre de Dios,25,1195913,1141329,1139174,1801,1076,822,848,973,3221,2274,1085,4376,2789,3347,10797,1840,1333,3151,764,2389,2566,1348,2085,1999
485,Bolivia,Pando,Madre de Dios,30,1195913,1140501,1136723,1801,1076,822,848,973,3221,2274,1085,4375,2789,3347,10796,1840,1332,3151,763,2388,2564,1345,2083,1999
486,Bolivia,Pando,Madre de Dios,50,1195913,1133594,1127028,1801,1074,820,845,972,3216,2271,1082,4366,2786,3345,10790,1833,1329,3134,758,2374,2543,1333,2069,1993
487,Bolivia,Pando,Madre de Dios,75,1195913,1122531,1112595,1801,1065,814,834,966,3192,2264,1065,4330,2774,3341,10771,1822,1318,3073,745,2323,2481,1304,2032,1977
488,Bolivia,Pando,Manuripi,0,1969960,1969960,1969960,2250,2051,1742,1606,1804,14798,3826,2142,3054,4296,3315,2174,3091,1625,1803,1275,3028,2786,1983,1872,3160
489,Bolivia,Pando,Manuripi,10,1969960,1938480,1927197,2250,2047,1741,1605,1802,14793,3824,2142,3051,4295,3313,2172,3086,1612,1788,1254,2949,2737,1953,1847,3137
490,Bolivia,Pando,Manuripi,15,1969960,1937931,1926051,2250,2047,1741,1605,1802,14792,3824,2142,3050,4295,3313,2171,3086,1611,1788,1253,2942,2736,1952,1846,3136
491,Bolivia,Pando,Manuripi,20,1969960,1937279,1925518,2250,2046,1741,1605,1802,14791,3824,2142,3050,4294,3312,2171,3086,1611,1787,1252,2930,2734,1951,1844,3134
492,Bolivia,Pando,Manuripi,25,1969960,1936822,1924126,2250,2046,1741,1605,1801,14790,3824,2141,3050,4294,3312,2171,3086,1611,1786,1251,2924,2732,1950,1843,3133
493,Bolivia,Pando,Manuripi,30,1969960,1935976,1922331,2250,2045,1740,1605,1801,14788,3824,2141,3050,4294,3312,2170,3086,1610,1784,1250,2901,2729,1949,1842,3131
494,Bolivia,Pando,Manuripi,50,1969960,1930208,1910427,2250,2027,1729,1596,1792,14751,3820,2137,3041,4289,3306,2161,3081,1603,1768,1241,2771,2711,1937,1827,3120
495,Bolivia,Pando,Manuripi,75,1969960,1914449,1891527,2250,1965,1688,1566,1766,14550,3799,2110,3004,4267,3282,2131,3065,1583,1720,1211,2621,2645,1902,1796,3089
496,Bolivia,Potosí,Alonso de Ibáñez,0,138854,138854,138854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Bolivia,Potosí,Alonso de Ibáñez,10,138854,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Bolivia,Potosí,Alonso de Ibáñez,15,138854,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Bolivia,Potosí,Alonso de Ibáñez,20,138854,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Bolivia,Potosí,Alonso de Ibáñez,25,138854,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
