,country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020
671,Bolivia,Santa Cruz,José Miguel de Velasco,75,9431016,6481983,6660945,5266,4742,6578,4116,16707,10350,19422,18587,28502,15645,40109,19343,26991,14598,12681,18456,45857,75694,47743,64339,94013
672,Bolivia,Santa Cruz,Manuel María Caballero,0,374504,374504,374504,105,223,81,128,93,142,252,276,143,170,109,289,423,155,226,216,515,622,331,378,403
673,Bolivia,Santa Cruz,Manuel María Caballero,10,374504,263892,275991,105,204,79,127,93,138,250,274,141,162,109,281,416,147,197,189,426,563,313,365,372
674,Bolivia,Santa Cruz,Manuel María Caballero,15,374504,259289,273548,105,203,79,127,93,138,249,274,141,162,109,281,415,146,194,187,419,558,311,364,369
675,Bolivia,Santa Cruz,Manuel María Caballero,20,374504,255960,272804,105,203,78,127,92,138,249,274,141,162,108,280,415,146,192,186,416,554,310,363,367
676,Bolivia,Santa Cruz,Manuel María Caballero,25,374504,253231,269106,105,203,78,126,92,138,248,274,141,162,108,279,415,145,190,186,413,550,309,362,366
677,Bolivia,Santa Cruz,Manuel María Caballero,30,374504,250749,262670,105,202,78,126,92,137,247,274,141,162,108,279,414,144,189,185,409,547,308,361,364
678,Bolivia,Santa Cruz,Manuel María Caballero,50,374504,232704,236887,105,195,74,123,91,135,242,270,138,153,106,271,398,140,174,174,367,508,294,348,335
679,Bolivia,Santa Cruz,Manuel María Caballero,75,374504,208847,216195,105,188,68,116,87,127,228,261,131,139,102,249,370,120,126,140,268,416,249,310,260
680,Bolivia,Santa Cruz,Obispo Santistevan,0,613604,613604,613604,7384,14729,28314,27680,17059,22779,11023,7553,5018,1523,3194,5160,8991,2610,2320,811,9318,2610,1838,1815,1002
681,Bolivia,Santa Cruz,Obispo Santistevan,10,613604,286129,160310,7384,14424,27935,27430,16890,22601,10925,7432,4933,1493,3154,5057,8710,2343,1886,633,6654,2030,1514,1546,833
682,Bolivia,Santa Cruz,Obispo Santistevan,15,613604,283777,159443,7384,14389,27887,27398,16871,22576,10913,7416,4925,1488,3149,5047,8688,2335,1876,630,6597,2010,1508,1539,830
683,Bolivia,Santa Cruz,Obispo Santistevan,20,613604,281636,157671,7384,14343,27827,27356,16843,22547,10893,7396,4913,1483,3140,5036,8666,2329,1866,628,6539,1993,1499,1533,827
684,Bolivia,Santa Cruz,Obispo Santistevan,25,613604,280071,155158,7384,14318,27788,27328,16826,22529,10885,7385,4906,1480,3136,5028,8652,2323,1860,626,6497,1981,1490,1530,824
685,Bolivia,Santa Cruz,Obispo Santistevan,30,613604,277893,148817,7384,14287,27735,27283,16803,22504,10868,7369,4895,1475,3128,5015,8628,2312,1848,624,6428,1960,1480,1522,821
686,Bolivia,Santa Cruz,Obispo Santistevan,50,613604,264027,131391,7384,13923,27191,26815,16456,22060,10637,7116,4757,1430,3044,4892,8397,2259,1774,609,6041,1857,1419,1476,796
687,Bolivia,Santa Cruz,Obispo Santistevan,75,613604,231809,112842,7384,12551,24712,24770,14977,20307,9673,6308,4241,1272,2733,4467,7658,2046,1517,525,4747,1552,1224,1291,716
688,Bolivia,Santa Cruz,Sara,0,717584,717584,717584,12594,10542,12820,12819,5940,14666,11584,15085,16377,7035,11911,7826,18990,9552,9109,5300,32325,8377,8208,8149,5048
689,Bolivia,Santa Cruz,Sara,10,717584,495703,418425,12594,10418,12661,12719,5857,14509,11497,14977,16292,7011,11828,7782,18856,9254,8634,5013,30745,7761,7743,7696,4762
690,Bolivia,Santa Cruz,Sara,15,717584,490896,415128,12594,10401,12638,12701,5847,14491,11484,14962,16283,7006,11820,7777,18841,9241,8613,5002,30650,7724,7712,7673,4743
691,Bolivia,Santa Cruz,Sara,20,717584,485300,412179,12594,10379,12609,12684,5835,14468,11468,14944,16270,7002,11807,7769,18820,9223,8585,4993,30528,7676,7673,7651,4723
692,Bolivia,Santa Cruz,Sara,25,717584,481975,406480,12594,10369,12591,12673,5828,14455,11460,14933,16262,7000,11801,7765,18802,9209,8570,4986,30448,7647,7640,7636,4711
693,Bolivia,Santa Cruz,Sara,30,717584,476814,397534,12594,10352,12567,12657,5819,14439,11447,14917,16250,6996,11792,7755,18777,9192,8542,4971,30287,7590,7588,7609,4685
694,Bolivia,Santa Cruz,Sara,50,717584,452417,364326,12594,10129,12243,12407,5659,14192,11227,14682,16052,6923,11656,7673,18562,9089,8392,4900,29390,7307,7269,7459,4563
695,Bolivia,Santa Cruz,Sara,75,717584,408555,321806,12594,9306,10993,11486,5119,13336,10337,13746,15231,6568,11100,7353,17851,8754,7989,4683,27215,6700,6630,7118,4247
696,Bolivia,Santa Cruz,Vallegrande,0,610082,610082,610082,506,1003,507,692,341,645,215,435,623,1162,44,1529,526,1147,1107,828,2091,4308,1007,2354,1539
697,Bolivia,Santa Cruz,Vallegrande,10,610082,454170,470156,506,967,502,663,340,640,213,427,613,1139,42,1497,514,1117,1047,769,1910,4092,907,2215,1466
698,Bolivia,Santa Cruz,Vallegrande,15,610082,442867,462919,506,965,502,659,339,639,213,426,612,1135,42,1492,512,1110,1033,762,1882,4044,890,2188,1453
699,Bolivia,Santa Cruz,Vallegrande,20,610082,436334,458401,506,961,502,655,339,638,212,425,610,1130,42,1488,510,1106,1027,758,1860,4020,880,2175,1446
700,Bolivia,Santa Cruz,Vallegrande,25,610082,430812,453026,506,960,502,653,338,637,212,425,610,1128,41,1484,510,1105,1023,755,1845,4002,873,2164,1441
701,Bolivia,Santa Cruz,Vallegrande,30,610082,424166,445879,506,959,501,652,338,637,212,425,609,1125,41,1483,508,1099,1012,748,1824,3975,861,2149,1432
702,Bolivia,Santa Cruz,Vallegrande,50,610082,381666,381725,506,923,490,633,333,629,206,416,594,1073,35,1435,492,1064,955,703,1689,3777,797,2036,1363
703,Bolivia,Santa Cruz,Vallegrande,75,610082,317674,309804,506,857,464,588,321,598,194,385,570,989,32,1353,448,946,814,614,1419,3207,671,1699,1160
704,Bolivia,Santa Cruz,Ñuflo de Chávez,0,6489656,6489656,6489656,15873,18497,24092,32303,43773,42019,37131,28196,54995,24847,83108,52273,57836,30124,51126,19913,75343,63099,34046,92038,96794
705,Bolivia,Santa Cruz,Ñuflo de Chávez,10,6489656,5693000,5403164,15873,18170,23633,31912,43011,41222,36614,27908,54505,24613,82653,51008,56008,28467,48135,18785,68290,61382,32056,89968,95526
706,Bolivia,Santa Cruz,Ñuflo de Chávez,15,6489656,5680062,5390516,15873,18113,23558,31840,42891,41097,36536,27872,54423,24567,82570,50932,55936,28387,47997,18744,68016,61274,31961,89861,95474
707,Bolivia,Santa Cruz,Ñuflo de Chávez,20,6489656,5662381,5381491,15873,18057,23475,31769,42783,40978,36456,27833,54339,24528,82473,50803,55783,28286,47827,18695,67648,61136,31824,89720,95418
708,Bolivia,Santa Cruz,Ñuflo de Chávez,25,6489656,5651320,5359282,15873,18028,23428,31724,42705,40911,36405,27808,54289,24501,82415,50748,55710,28236,47727,18663,67426,61060,31751,89629,95387
709,Bolivia,Santa Cruz,Ñuflo de Chávez,30,6489656,5635489,5332203,15873,17980,23361,31662,42620,40822,36341,27773,54222,24467,82333,50621,55543,28122,47551,18613,67083,60929,31629,89476,95327
710,Bolivia,Santa Cruz,Ñuflo de Chávez,50,6489656,5508620,5186799,15873,17320,22411,30773,40772,38488,34957,26945,52762,23788,81063,49204,54114,27268,45993,18182,64431,59913,30705,88263,94881
711,Bolivia,Santa Cruz,Ñuflo de Chávez,75,6489656,5231231,4962331,15873,14736,19035,26640,33732,32212,30650,24465,45306,20728,75772,44166,49592,24743,40646,16557,55863,55980,28321,85219,93188
712,Bolivia,Tarija,Aniceto Arce,0,492536,492536,492536,481,171,384,394,272,428,210,218,549,282,293,321,403,1867,423,335,483,656,279,598,1165
713,Bolivia,Tarija,Aniceto Arce,10,492536,334309,333707,481,164,378,390,270,426,209,214,544,279,289,318,386,1775,403,313,429,562,235,556,1028
714,Bolivia,Tarija,Aniceto Arce,15,492536,331063,331224,481,164,378,390,270,426,209,214,544,279,289,318,386,1770,401,311,424,558,233,554,1021
715,Bolivia,Tarija,Aniceto Arce,20,492536,328582,330038,481,162,376,388,269,425,209,214,543,279,289,318,384,1763,400,310,419,549,230,549,1013
716,Bolivia,Tarija,Aniceto Arce,25,492536,327100,327890,481,162,376,388,269,425,209,214,542,279,288,317,384,1760,399,308,417,547,229,547,1007
717,Bolivia,Tarija,Aniceto Arce,30,492536,325218,324673,481,162,375,388,269,425,208,214,541,278,288,317,383,1755,397,307,414,542,227,543,1000
718,Bolivia,Tarija,Aniceto Arce,50,492536,312411,303599,481,155,365,378,264,419,205,210,529,273,280,308,372,1684,377,290,383,482,210,508,935
719,Bolivia,Tarija,Aniceto Arce,75,492536,286748,276092,481,144,344,355,254,399,198,197,508,259,261,285,350,1495,326,243,303,354,167,398,791
720,Bolivia,Tarija,Burnet O'Connor,0,607983,607983,607983,500,222,642,994,484,592,194,126,1314,516,3132,689,415,301,660,218,949,1529,464,1057,1435
721,Bolivia,Tarija,Burnet O'Connor,10,607983,533735,521419,500,219,633,989,481,584,186,124,1298,507,3114,684,411,294,636,201,885,1418,413,994,1336
722,Bolivia,Tarija,Burnet O'Connor,15,607983,529677,517267,500,218,632,988,481,583,185,124,1297,506,3111,683,410,293,635,200,877,1408,409,990,1327
723,Bolivia,Tarija,Burnet O'Connor,20,607983,524576,514833,500,218,631,986,480,582,184,123,1294,505,3106,683,410,292,632,197,866,1390,404,984,1317
724,Bolivia,Tarija,Burnet O'Connor,25,607983,521712,510032,500,217,630,986,479,581,184,123,1292,504,3101,682,409,291,631,195,858,1382,401,982,1312
725,Bolivia,Tarija,Burnet O'Connor,30,607983,516691,505271,500,216,628,984,478,580,184,123,1291,503,3097,681,408,291,627,194,845,1369,396,977,1302
726,Bolivia,Tarija,Burnet O'Connor,50,607983,437158,446505,500,198,611,932,447,562,168,115,1217,478,2969,642,389,267,517,166,691,1148,339,901,1163
727,Bolivia,Tarija,Burnet O'Connor,75,607983,296005,337436,500,168,561,849,405,511,149,103,1042,423,2652,558,325,196,266,118,433,576,209,692,761
728,Bolivia,Tarija,Cercado,0,204653,204653,204653,20,4,20,18,13,6,13,10,8,19,8,24,28,15,5,4,24,8,2,32,6
729,Bolivia,Tarija,Cercado,10,204653,45422,47942,20,4,20,17,13,5,13,9,6,17,7,22,25,15,2,3,7,3,1,21,4
730,Bolivia,Tarija,Cercado,15,204653,44212,46984,20,4,20,17,13,5,12,9,6,17,7,22,25,14,2,2,6,3,1,20,4
731,Bolivia,Tarija,Cercado,20,204653,43477,46693,20,4,20,17,13,4,12,9,6,17,7,22,25,14,2,2,6,3,1,20,4
732,Bolivia,Tarija,Cercado,25,204653,42942,45990,20,4,20,17,13,4,12,9,6,17,7,22,25,14,2,2,6,3,1,19,4
733,Bolivia,Tarija,Cercado,30,204653,42439,44726,20,4,20,17,13,4,12,9,6,17,7,22,25,14,2,2,6,3,1,19,4
734,Bolivia,Tarija,Cercado,50,204653,39167,38618,20,3,19,17,13,4,11,8,6,15,5,21,24,14,1,2,4,3,1,18,3
735,Bolivia,Tarija,Cercado,75,204653,32839,32671,20,3,16,16,12,4,10,7,5,13,4,19,21,9,1,2,3,2,0,15,3
736,Bolivia,Tarija,Eustaquio Méndez,0,406281,406281,406281,3,22,25,14,4,9,7,6,13,30,48,5,18,2,1,2,12,11,4,3,1
737,Bolivia,Tarija,Eustaquio Méndez,10,406281,34096,34037,3,19,23,12,4,9,4,4,9,25,45,5,17,1,0,1,4,8,1,2,1
738,Bolivia,Tarija,Eustaquio Méndez,15,406281,31081,32390,3,17,23,12,4,8,4,3,9,23,45,5,17,0,0,1,4,8,1,1,1
739,Bolivia,Tarija,Eustaquio Méndez,20,406281,28876,31933,3,17,23,12,4,8,4,3,9,23,44,5,17,0,0,1,4,8,1,1,1
740,Bolivia,Tarija,Eustaquio Méndez,25,406281,26895,30141,3,17,23,12,4,8,4,3,8,23,44,5,16,0,0,1,3,8,1,1,1
741,Bolivia,Tarija,Eustaquio Méndez,30,406281,25222,27270,3,17,23,11,4,8,4,3,8,23,43,5,16,0,0,1,3,8,1,1,1
742,Bolivia,Tarija,Eustaquio Méndez,50,406281,15860,15684,3,15,22,8,3,8,3,2,7,20,40,5,15,0,0,1,1,7,0,0,1
743,Bolivia,Tarija,Eustaquio Méndez,75,406281,7234,5776,3,11,18,7,2,7,2,1,5,13,31,4,12,0,0,1,0,3,0,0,1
744,Bolivia,Tarija,Gran Chaco,0,1752416,1752416,1752416,1524,4211,2159,2135,7572,6715,4775,1889,21808,7297,11751,6387,5365,3712,3563,1264,3933,5161,6427,8738,9315
745,Bolivia,Tarija,Gran Chaco,10,1752416,1561698,1358525,1524,4007,2088,2074,7281,6517,4643,1831,21326,7124,11648,6333,5240,3593,3419,1134,3787,4956,5806,8354,9085
746,Bolivia,Tarija,Gran Chaco,15,1752416,1552600,1355660,1524,3979,2075,2063,7238,6487,4630,1824,21277,7103,11634,6326,5222,3582,3408,1130,3774,4941,5787,8338,9065
747,Bolivia,Tarija,Gran Chaco,20,1752416,1538019,1312517,1524,3949,2061,2055,7203,6455,4612,1818,21217,7081,11617,6319,5205,3565,3387,1121,3748,4914,5756,8306,9026
748,Bolivia,Tarija,Gran Chaco,25,1752416,1506267,1273403,1524,3929,2053,2048,7161,6415,4599,1809,21163,7066,11600,6307,5180,3546,3346,1112,3726,4881,5731,8281,8995
749,Bolivia,Tarija,Gran Chaco,30,1752416,1477443,1228831,1524,3888,2030,2030,7055,6356,4580,1794,21066,7031,11575,6286,5135,3521,3309,1101,3696,4848,5699,8249,8954
750,Bolivia,Tarija,Gran Chaco,50,1752416,698253,721695,1524,3053,1279,1583,4363,4152,3309,1103,16162,5563,10622,5300,3655,2257,1767,829,2067,2962,2885,4687,5726
751,Bolivia,Tarija,Gran Chaco,75,1752416,317776,442862,1524,1502,658,1119,2691,2311,1436,312,7282,2283,6489,2363,1289,1016,568,280,719,1191,501,847,1481
752,Bolivia,Tarija,José María Avilés,0,266620,266620,266620,17,3,4,4,4,8,2,4,5,7,4,5,4,0,0,0,13,6,4,8,1
753,Bolivia,Tarija,José María Avilés,10,266620,7455,7206,17,3,3,2,4,2,2,4,4,4,3,4,3,0,0,0,5,1,4,5,0
754,Bolivia,Tarija,José María Avilés,15,266620,6701,6789,17,2,3,2,4,2,2,4,4,4,3,4,3,0,0,0,4,1,4,5,0
755,Bolivia,Tarija,José María Avilés,20,266620,6229,6656,17,2,3,2,4,2,2,4,4,4,3,4,3,0,0,0,4,1,4,5,0
756,Bolivia,Tarija,José María Avilés,25,266620,5852,6376,17,2,3,2,4,2,2,4,4,4,3,4,3,0,0,0,3,1,4,4,0
757,Bolivia,Tarija,José María Avilés,30,266620,5524,5936,17,2,3,2,4,2,2,4,4,4,3,4,3,0,0,0,3,1,3,4,0
758,Bolivia,Tarija,José María Avilés,50,266620,3908,3592,17,2,2,2,4,2,2,3,2,3,3,3,3,0,0,0,1,0,1,4,0
759,Bolivia,Tarija,José María Avilés,75,266620,2178,2066,17,2,2,1,4,1,1,2,1,2,1,2,2,0,0,0,0,0,1,3,0
